idx,hybrid,set,premise,hypothesis,genre,label_true,label_pred,source,avg_conf,deb_preds,tokens,cost_usd
123,v5_ensemble_gate,matched,Our review indicates that the Food and Drug Administration complied with the applicable requirements.,The Food and Drug Administration has strict requirements.,government,neutral,neutral,ensemble,0.9905798037846884,neutral|neutral|neutral,0,0.0
124,v5_ensemble_gate,matched,yeah it's definitely a way out of the way where  where as,I was able to find my way out of the corn maze,telephone,neutral,neutral,ensemble,0.999691387017568,neutral|neutral|neutral,0,0.0
125,v5_ensemble_gate,matched,"Traffic, also, has been controlled, and if you're staying here you might want to consider getting around by bicycle; there's no better way to explore an island that measures no more than 20 km (121.2 miles) from end to end, one-fifth the size of Ibiza.",It is quicker to cross the island by bike than by car.,travel,neutral,neutral,ensemble,0.9987332026163735,neutral|neutral|neutral,0,0.0
126,v5_ensemble_gate,matched,Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.,"NBA commissioner has given the same quote to everybody, but he also talked about other things.",slate,neutral,neutral,ensemble,0.9994993805885316,neutral|neutral|neutral,0,0.0
127,v5_ensemble_gate,matched,The game of billiards is also hot.,People hate playing billiards.,travel,contradiction,contradiction,ensemble,0.999510685602824,contradiction|contradiction|contradiction,0,0.0
128,v5_ensemble_gate,matched,"(Never mind the strictest reading, which supposes that creation took a week.)",Which supposes that the creation took a month.,slate,contradiction,contradiction,ensemble,0.9996920029322306,contradiction|contradiction|contradiction,0,0.0
129,v5_ensemble_gate,matched,"Oh, yes, sir. Dorcas was looking very curiously at him and, to tell the truth, so was I. ",We had no interest in him at all.,fiction,contradiction,contradiction,ensemble,0.9998885194460552,contradiction|contradiction|contradiction,0,0.0
130,v5_ensemble_gate,matched,"When the next modernist revolution comes around, he'll be ready.",They have been prepping for years.,slate,neutral,neutral,ensemble,0.999529759089152,neutral|neutral|neutral,0,0.0
131,v5_ensemble_gate,matched,couple of years ago i was thinking about moving to Massachusetts but uh boy i'm glad i didn't,I'm glad that I didn't move to Massachusetts.,telephone,entailment,entailment,ensemble,0.997186323006948,entailment|entailment|entailment,0,0.0
132,v5_ensemble_gate,matched,yeah so it's easy to do i'm actually interested in getting one of those kind of my wife has been talking about this in the past couple of years one of those kind of campers that pop-up so it's about uh maybe eight foot square and but only about two feet tall and when you get to where you're going it raises up and there's tenting material,I want to get one of those campers. ,telephone,entailment,entailment,ensemble,0.9977845152219136,entailment|entailment|entailment,0,0.0
133,v5_ensemble_gate,matched,yeah i've always threatened to take lessons but i've never gotten around to it,I have never gotten around to taking lessons.,telephone,entailment,entailment,ensemble,0.99817697207133,entailment|entailment|entailment,0,0.0
134,v5_ensemble_gate,matched,um-hum with the ice yeah,With the sunshine and heat wave yes.,telephone,contradiction,contradiction,ensemble,0.999895711739858,contradiction|contradiction|contradiction,0,0.0
135,v5_ensemble_gate,matched,"This is one of the reasons we're growing too weak to fight the Satheri.  ""What's wrong with a ceremony of worship, if you must worship your eggshell?"" Dave asked.","Eggshell worship is the reason we're growing too weak to fight the Satheri, yet Dave asked about it.",fiction,entailment,entailment,ensemble,0.9902482430140176,entailment|entailment|entailment,0,0.0
136,v5_ensemble_gate,matched,"So unlike people who are fortunate enough to be able to afford attorneys and can go to another lawyer, our clients are simply lost in the legal system if they cannot get access to it from us.",Our clients can barely afford our legal assistance.,government,entailment,neutral,api,0.7830464442571005,contradiction|neutral|neutral,302,0.00277
137,v5_ensemble_gate,matched,"Little is recorded about this group, but they were probably the ancestors of the Gododdin, whose feats are told in a seventh-century Old Welsh manuscript.",Gododdin's deeds were never written down because it was to be passed down only orally. ,travel,contradiction,contradiction,api,0.9597272078196208,neutral|contradiction|contradiction,284,0.0012425
138,v5_ensemble_gate,matched,Beyond the facade there are cavernous empty rooms.,The rooms are preserved how they historically looked.,travel,neutral,neutral,ensemble,0.9972518881162008,neutral|neutral|neutral,0,0.0
139,v5_ensemble_gate,matched,Economic growth also depends on education to enhance the knowledge and skills of the nation's work,Economic growth has been increase quickly in recent years as knowledge is being spread faster and more efficiently.,government,neutral,neutral,ensemble,0.9987751841545104,neutral|neutral|neutral,0,0.0
140,v5_ensemble_gate,matched,Reports on attestation engagements should state that the engagement was made in accordance with generally accepted government auditing standards.,"To prevent fines, attestation engagements must have proof that they comply with government auditing standards.",government,neutral,neutral,ensemble,0.9994800686836244,neutral|neutral|neutral,0,0.0
141,v5_ensemble_gate,matched,those little kids don't understand it,Those young children can't comprehend it. ,telephone,entailment,entailment,ensemble,0.9973317980766296,entailment|entailment|entailment,0,0.0
142,v5_ensemble_gate,matched,These adaptations are not uniformly valued.,Adaptions are always valued ,government,contradiction,contradiction,ensemble,0.999255339304606,contradiction|contradiction|contradiction,0,0.0
143,v5_ensemble_gate,matched,"Thus, recent evidence suggests that by not including an estimate of reductions in short-term mortality due to changes in ambient ozone, both the Base and Alternative Estimates may underestimate the benefits of implementation of the Clear Skies Act.",Recent findings say that Base and Alternative estimates may not quite see all of the benefits of the Clear Skies Act.,government,entailment,entailment,ensemble,0.9984044631322224,entailment|entailment|entailment,0,0.0
144,v5_ensemble_gate,matched,paid back down it uh,I paid off the balance.,telephone,neutral,entailment,ensemble,0.7499848008155823,entailment|entailment|entailment,0,0.0
145,v5_ensemble_gate,matched,Other examples of cumulative case studies come from two international agencies.,There are examples of cumulative case studies.,government,entailment,entailment,ensemble,0.9973718126614888,entailment|entailment|entailment,0,0.0
146,v5_ensemble_gate,matched,"I leap!"" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. ","The man yelled that he would sit down, and sit down he did.",fiction,contradiction,contradiction,ensemble,0.9993489782015482,contradiction|contradiction|contradiction,0,0.0
147,v5_ensemble_gate,matched,yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now,You can get it at the dollar movies.,telephone,neutral,entailment,ensemble,0.9970596234003702,entailment|entailment|entailment,0,0.0
148,v5_ensemble_gate,matched,[Requires free registration.,Registration is only one of the requirements. ,slate,neutral,neutral,ensemble,0.9988293250401816,neutral|neutral|neutral,0,0.0
149,v5_ensemble_gate,matched,Never know where they won't turn up next. ,Everyone knows where they will turn up next.,fiction,contradiction,contradiction,ensemble,0.9993070761362712,contradiction|contradiction|contradiction,0,0.0
150,v5_ensemble_gate,matched,"Rightly or wrongly, America is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.",America alone is responsible for the excesses of the globalization movement. ,slate,neutral,neutral,ensemble,0.9888840317726136,neutral|neutral|neutral,0,0.0
151,v5_ensemble_gate,matched,Where lies the real Japan?,There is a question where the real Japan lies.,travel,entailment,entailment,ensemble,0.9967866738637288,entailment|entailment|entailment,0,0.0
152,v5_ensemble_gate,matched,The story of the technology business gets spiced up because the reality is so bland.,Reality is so bland that the technology business gets spiced up.,slate,entailment,entailment,ensemble,0.9984307090441386,entailment|entailment|entailment,0,0.0
153,v5_ensemble_gate,matched,there's certain times of the year of course that uh that it probably wouldn't do very well because of the temperature and stuff but but uh the right time of year it works pretty good,"At the right time of year, this paint is great.",telephone,neutral,neutral,ensemble,0.997466762860616,neutral|neutral|neutral,0,0.0
154,v5_ensemble_gate,matched,"But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.",The cushion will likely be spent in under two years.,slate,entailment,entailment,api,0.9917903939882914,entailment|neutral|neutral,266,0.00107
155,v5_ensemble_gate,matched,Candle grease? ,It was not candle grease.,fiction,contradiction,contradiction,ensemble,0.9920790791511536,contradiction|contradiction|contradiction,0,0.0
156,v5_ensemble_gate,matched,"Even if auditors do not follow such other standards and methodologies, they may still serve as a useful source of guidance to auditors in planning their work under GAGAS.",GAGAS requires strict compliance for auditors to follow.,government,neutral,contradiction,api,0.9782759149869285,neutral|contradiction|contradiction,279,0.001245
