idx,prompt,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
145,P1_zero_shot,matched,Other examples of cumulative case studies come from two international agencies.,There are examples of cumulative case studies.,government,entailment,entailment,Entailment,58,3,61,0.000175
146,P1_zero_shot,matched,"I leap!"" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. ","The man yelled that he would sit down, and sit down he did.",fiction,contradiction,contradiction,Contradiction,83,3,86,0.0002375
147,P1_zero_shot,matched,yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now,You can get it at the dollar movies.,telephone,neutral,neutral,Neutral,96,1,97,0.00025
148,P1_zero_shot,matched,[Requires free registration.,Registration is only one of the requirements. ,slate,neutral,neutral,Neutral,52,1,53,0.00014
149,P1_zero_shot,matched,Never know where they won't turn up next. ,Everyone knows where they will turn up next.,fiction,contradiction,contradiction,Contradiction,57,3,60,0.0001725
150,P1_zero_shot,matched,"Rightly or wrongly, America is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.",America alone is responsible for the excesses of the globalization movement. ,slate,neutral,contradiction,Contradiction,86,3,89,0.000245
151,P1_zero_shot,matched,Where lies the real Japan?,There is a question where the real Japan lies.,travel,entailment,entailment,Entailment,54,3,57,0.000165
152,P1_zero_shot,matched,The story of the technology business gets spiced up because the reality is so bland.,Reality is so bland that the technology business gets spiced up.,slate,entailment,entailment,Entailment,68,3,71,0.0002
153,P1_zero_shot,matched,there's certain times of the year of course that uh that it probably wouldn't do very well because of the temperature and stuff but but uh the right time of year it works pretty good,"At the right time of year, this paint is great.",telephone,neutral,neutral,Neutral,86,1,87,0.000225
154,P1_zero_shot,matched,"But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.",The cushion will likely be spent in under two years.,slate,entailment,entailment,Entailment,88,3,91,0.00025
155,P1_zero_shot,matched,Candle grease? ,It was not candle grease.,fiction,contradiction,contradiction,Contradiction,48,3,51,0.00015
156,P1_zero_shot,matched,"Even if auditors do not follow such other standards and methodologies, they may still serve as a useful source of guidance to auditors in planning their work under GAGAS.",GAGAS requires strict compliance for auditors to follow.,government,neutral,contradiction,Contradiction,82,3,85,0.000235
157,P1_zero_shot,matched,Possibly no other country has had such a turbulent history.,The country's history has been turbulent.,travel,entailment,entailment,Entailment,56,3,59,0.0001699999999999
158,P1_zero_shot,matched,REESTIMATE -Refers to estimates of the subsidy costs performed subsequent to their initial estimates made at the time of a loan's disbursement.,Reestimate is a term that doesn't deal with estimates.,government,contradiction,contradiction,Contradiction,79,3,82,0.0002275
159,P1_zero_shot,matched,The large scale production of entertainment films is a phenomenon well worth seeing several times.,Watching the impressive production of entertainment skills is something worth seeing many times.,travel,entailment,neutral,Neutral,68,1,69,0.00018
160,P1_zero_shot,matched,yeah yeah so it's interesting to talk to somebody from that general vicinity,Conversing to someone in the area is interesting.,telephone,entailment,entailment,entailment,62,3,65,0.000185
161,P1_zero_shot,matched,"At least they're getting stoned first, I rationalized.","It's awful that they get stoned first, I argued. ",slate,contradiction,contradiction,Contradiction,63,3,66,0.0001875
162,P1_zero_shot,matched,They would burn to the ground by morning.,They would not burn to the ground by morning.,fiction,contradiction,contradiction,Contradiction,57,3,60,0.0001725
163,P1_zero_shot,matched,"Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.","Baseball should be about the sport, not advertisements.",slate,neutral,entailment,Entailment,86,3,89,0.000245
164,P1_zero_shot,matched,"However, the specific approaches to executing those principles tended to differ among the various sectors.",Specific approaches to each principle is different in each sector.,government,entailment,neutral,Neutral,66,1,67,0.000175
165,P1_zero_shot,matched,The following are examples of how agencies engaged employee unions.,"Agencies can engage employee unions, for example:",government,entailment,entailment,Entailment,58,3,61,0.000175
166,P1_zero_shot,matched,"Gordon, Robert J. Does the 'New Economy' Measure Up to the Great Inventions of the Past.",There were great inventions in the past.,government,entailment,entailment,Entailment,68,3,71,0.0002
167,P1_zero_shot,matched,"And if, as ultimately happened, no settlement resulted, we could shrug our shoulders, say, 'Hey, we tried,' and act like unsuccessful brokers to an honorable peace.",Neither side is actually interested in a settlement at this time.,slate,neutral,neutral,Neutral,85,1,86,0.0002225
168,P1_zero_shot,matched,Their rights have been the source of conflicts in the central government.,Their rights have been an area of turmoil within the central government.,travel,entailment,entailment,Entailment,64,3,67,0.00019
169,P1_zero_shot,matched,"Clearly, the press has done a lousy job with its focus on behavior such as infidelity or drug use that most people don't care about.",The press has done a great job of covering hot-button issues people want to learn about.,slate,contradiction,contradiction,Contradiction,84,3,87,0.00024
170,P1_zero_shot,matched,Two aromatic aniseed drinks are also produced locally.,The aniseed drinks have a good smell to them.,travel,entailment,neutral,Neutral,61,1,62,0.0001625
171,P1_zero_shot,matched,"In some cases, members initially participated because of an existing trust relationship with individual leaders or sponsors, and it was a challenge to keep them returning until they saw value in participating and had built trust with other members.",The trust members built themselves was more important than the trust they made with the leaders.,government,neutral,neutral,Neutral,97,1,98,0.0002525
172,P1_zero_shot,matched,"The activities included in the Unified Agenda are, in general, those expected to have a regulatory action within the next 12 months, although agencies may include activities with an even longer time frame.",Most of the activities taken under the regulatory actions have been longer that 12 months.,government,neutral,neutral,Neutral,93,1,94,0.0002425
173,P1_zero_shot,matched,Pick up a map from the tourist office here and ask about walking tours.,The people at the tourist office are friendly and well-informed.,travel,neutral,neutral,Neutral,65,1,66,0.0001725
174,P1_zero_shot,matched,"Also, the final rule is not intended to have any retroactive effect and administrative procedures must be exhausted prior to any judicial challenge to the provisions of the rule.",The final rule isn't meant to have a retroactive effect but only affect legislation in the next year.,government,neutral,neutral,Neutral,90,1,91,0.000235
175,P1_zero_shot,matched,Act Accounting the Great Management Reform Act,Management reform is needed ,government,neutral,neutral,Neutral,51,1,52,0.0001375
176,P1_zero_shot,matched,"Explanation building is the inverse  starting with the observations, the evaluator develops a picture of what is happening and why.",Explanation building is going to be the standard approach in the future.,government,neutral,neutral,Neutral,74,1,75,0.000195
177,P1_zero_shot,matched,"The spot does leave the viewer wondering about the rest of the story, and what tale the condom could tell.","The spot resolves the storyline neatly for viewers, especially regarding the condom.",slate,contradiction,contradiction,contradiction,74,3,77,0.000215
178,P1_zero_shot,matched,yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now,I don't think you can get it anywhere.,telephone,contradiction,contradiction,Contradiction,96,3,99,0.00027
179,P1_zero_shot,matched,"Hold hard, said Tommy.","""Don't hold at all!"" was Tommy's only message.",fiction,contradiction,contradiction,Contradiction,56,3,59,0.0001699999999999
180,P1_zero_shot,matched,"The traditional opening time for many hotels is the Orthodox Easter, although some do not open until the end of April.",The hotels open on March 13th.,travel,neutral,contradiction,Contradiction,70,3,73,0.000205
181,P1_zero_shot,matched,"The museum is open from 9am to 1pm and 2 to 5pm Monday to Friday (with audio-visual shows in the afternoon), and on Saturday mornings.","The museum is not open on Sunday, either in the morning or the afternoon.",travel,entailment,entailment,Entailment,91,3,94,0.0002575
