idx,hybrid,threshold,set,premise,hypothesis,genre,label_true,label_pred,source,enc_conf,tokens,cost_usd
127,v3_deberta_gpt4o_32shot,0.95,matched,The game of billiards is also hot.,People hate playing billiards.,travel,contradiction,contradiction,encoder,0.9990432858467102,0,0.0
128,v3_deberta_gpt4o_32shot,0.95,matched,"(Never mind the strictest reading, which supposes that creation took a week.)",Which supposes that the creation took a month.,slate,contradiction,contradiction,encoder,0.9997710585594176,0,0.0
129,v3_deberta_gpt4o_32shot,0.95,matched,"Oh, yes, sir. Dorcas was looking very curiously at him and, to tell the truth, so was I. ",We had no interest in him at all.,fiction,contradiction,contradiction,encoder,0.9999121427536012,0,0.0
130,v3_deberta_gpt4o_32shot,0.95,matched,"When the next modernist revolution comes around, he'll be ready.",They have been prepping for years.,slate,neutral,neutral,encoder,0.999690055847168,0,0.0
131,v3_deberta_gpt4o_32shot,0.95,matched,couple of years ago i was thinking about moving to Massachusetts but uh boy i'm glad i didn't,I'm glad that I didn't move to Massachusetts.,telephone,entailment,entailment,encoder,0.9965773224830629,0,0.0
132,v3_deberta_gpt4o_32shot,0.95,matched,yeah so it's easy to do i'm actually interested in getting one of those kind of my wife has been talking about this in the past couple of years one of those kind of campers that pop-up so it's about uh maybe eight foot square and but only about two feet tall and when you get to where you're going it raises up and there's tenting material,I want to get one of those campers. ,telephone,entailment,entailment,encoder,0.9980946183204652,0,0.0
133,v3_deberta_gpt4o_32shot,0.95,matched,yeah i've always threatened to take lessons but i've never gotten around to it,I have never gotten around to taking lessons.,telephone,entailment,entailment,encoder,0.9981179237365724,0,0.0
134,v3_deberta_gpt4o_32shot,0.95,matched,um-hum with the ice yeah,With the sunshine and heat wave yes.,telephone,contradiction,contradiction,encoder,0.9998239874839784,0,0.0
135,v3_deberta_gpt4o_32shot,0.95,matched,"This is one of the reasons we're growing too weak to fight the Satheri.  ""What's wrong with a ceremony of worship, if you must worship your eggshell?"" Dave asked.","Eggshell worship is the reason we're growing too weak to fight the Satheri, yet Dave asked about it.",fiction,entailment,entailment,encoder,0.9919835925102234,0,0.0
136,v3_deberta_gpt4o_32shot,0.95,matched,"So unlike people who are fortunate enough to be able to afford attorneys and can go to another lawyer, our clients are simply lost in the legal system if they cannot get access to it from us.",Our clients can barely afford our legal assistance.,government,entailment,neutral,encoder,0.982395887374878,0,0.0
137,v3_deberta_gpt4o_32shot,0.95,matched,"Little is recorded about this group, but they were probably the ancestors of the Gododdin, whose feats are told in a seventh-century Old Welsh manuscript.",Gododdin's deeds were never written down because it was to be passed down only orally. ,travel,contradiction,contradiction,encoder,0.999935269355774,0,0.0
138,v3_deberta_gpt4o_32shot,0.95,matched,Beyond the facade there are cavernous empty rooms.,The rooms are preserved how they historically looked.,travel,neutral,neutral,encoder,0.9946858882904052,0,0.0
139,v3_deberta_gpt4o_32shot,0.95,matched,Economic growth also depends on education to enhance the knowledge and skills of the nation's work,Economic growth has been increase quickly in recent years as knowledge is being spread faster and more efficiently.,government,neutral,neutral,encoder,0.9973813891410828,0,0.0
140,v3_deberta_gpt4o_32shot,0.95,matched,Reports on attestation engagements should state that the engagement was made in accordance with generally accepted government auditing standards.,"To prevent fines, attestation engagements must have proof that they comply with government auditing standards.",government,neutral,neutral,encoder,0.9994760155677797,0,0.0
141,v3_deberta_gpt4o_32shot,0.95,matched,those little kids don't understand it,Those young children can't comprehend it. ,telephone,entailment,entailment,encoder,0.9982694387435912,0,0.0
142,v3_deberta_gpt4o_32shot,0.95,matched,These adaptations are not uniformly valued.,Adaptions are always valued ,government,contradiction,contradiction,encoder,0.9995654225349426,0,0.0
143,v3_deberta_gpt4o_32shot,0.95,matched,"Thus, recent evidence suggests that by not including an estimate of reductions in short-term mortality due to changes in ambient ozone, both the Base and Alternative Estimates may underestimate the benefits of implementation of the Clear Skies Act.",Recent findings say that Base and Alternative estimates may not quite see all of the benefits of the Clear Skies Act.,government,entailment,entailment,encoder,0.9984435439109802,0,0.0
144,v3_deberta_gpt4o_32shot,0.95,matched,paid back down it uh,I paid off the balance.,telephone,neutral,entailment,encoder,0.9961156845092772,0,0.0
145,v3_deberta_gpt4o_32shot,0.95,matched,Other examples of cumulative case studies come from two international agencies.,There are examples of cumulative case studies.,government,entailment,entailment,encoder,0.9983839988708496,0,0.0
146,v3_deberta_gpt4o_32shot,0.95,matched,"I leap!"" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. ","The man yelled that he would sit down, and sit down he did.",fiction,contradiction,contradiction,encoder,0.9999614953994752,0,0.0
147,v3_deberta_gpt4o_32shot,0.95,matched,yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now,You can get it at the dollar movies.,telephone,neutral,entailment,encoder,0.9970941543579102,0,0.0
148,v3_deberta_gpt4o_32shot,0.95,matched,[Requires free registration.,Registration is only one of the requirements. ,slate,neutral,neutral,encoder,0.997977077960968,0,0.0
149,v3_deberta_gpt4o_32shot,0.95,matched,Never know where they won't turn up next. ,Everyone knows where they will turn up next.,fiction,contradiction,contradiction,encoder,0.999292016029358,0,0.0
150,v3_deberta_gpt4o_32shot,0.95,matched,"Rightly or wrongly, America is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.",America alone is responsible for the excesses of the globalization movement. ,slate,neutral,neutral,encoder,0.9931052327156068,0,0.0
151,v3_deberta_gpt4o_32shot,0.95,matched,Where lies the real Japan?,There is a question where the real Japan lies.,travel,entailment,entailment,encoder,0.997725546360016,0,0.0
152,v3_deberta_gpt4o_32shot,0.95,matched,The story of the technology business gets spiced up because the reality is so bland.,Reality is so bland that the technology business gets spiced up.,slate,entailment,entailment,encoder,0.9981718063354492,0,0.0
153,v3_deberta_gpt4o_32shot,0.95,matched,there's certain times of the year of course that uh that it probably wouldn't do very well because of the temperature and stuff but but uh the right time of year it works pretty good,"At the right time of year, this paint is great.",telephone,neutral,neutral,encoder,0.9956696033477784,0,0.0
154,v3_deberta_gpt4o_32shot,0.95,matched,"But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.",The cushion will likely be spent in under two years.,slate,entailment,neutral,encoder,0.9926573634147644,0,0.0
155,v3_deberta_gpt4o_32shot,0.95,matched,Candle grease? ,It was not candle grease.,fiction,contradiction,contradiction,encoder,0.9855185747146606,0,0.0
156,v3_deberta_gpt4o_32shot,0.95,matched,"Even if auditors do not follow such other standards and methodologies, they may still serve as a useful source of guidance to auditors in planning their work under GAGAS.",GAGAS requires strict compliance for auditors to follow.,government,neutral,contradiction,api,0.9363911747932434,1631,0.0041
157,v3_deberta_gpt4o_32shot,0.95,matched,Possibly no other country has had such a turbulent history.,The country's history has been turbulent.,travel,entailment,entailment,encoder,0.9966962337493896,0,0.0
158,v3_deberta_gpt4o_32shot,0.95,matched,REESTIMATE -Refers to estimates of the subsidy costs performed subsequent to their initial estimates made at the time of a loan's disbursement.,Reestimate is a term that doesn't deal with estimates.,government,contradiction,contradiction,encoder,0.9999661445617676,0,0.0
159,v3_deberta_gpt4o_32shot,0.95,matched,The large scale production of entertainment films is a phenomenon well worth seeing several times.,Watching the impressive production of entertainment skills is something worth seeing many times.,travel,entailment,entailment,encoder,0.9819262623786926,0,0.0
160,v3_deberta_gpt4o_32shot,0.95,matched,yeah yeah so it's interesting to talk to somebody from that general vicinity,Conversing to someone in the area is interesting.,telephone,entailment,entailment,encoder,0.997697651386261,0,0.0
161,v3_deberta_gpt4o_32shot,0.95,matched,"At least they're getting stoned first, I rationalized.","It's awful that they get stoned first, I argued. ",slate,contradiction,contradiction,encoder,0.999884843826294,0,0.0
162,v3_deberta_gpt4o_32shot,0.95,matched,They would burn to the ground by morning.,They would not burn to the ground by morning.,fiction,contradiction,contradiction,encoder,0.9997754693031312,0,0.0
163,v3_deberta_gpt4o_32shot,0.95,matched,"Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.","Baseball should be about the sport, not advertisements.",slate,neutral,neutral,encoder,0.999015212059021,0,0.0
164,v3_deberta_gpt4o_32shot,0.95,matched,"However, the specific approaches to executing those principles tended to differ among the various sectors.",Specific approaches to each principle is different in each sector.,government,entailment,entailment,encoder,0.992167055606842,0,0.0
165,v3_deberta_gpt4o_32shot,0.95,matched,The following are examples of how agencies engaged employee unions.,"Agencies can engage employee unions, for example:",government,entailment,entailment,encoder,0.9978309273719788,0,0.0
166,v3_deberta_gpt4o_32shot,0.95,matched,"Gordon, Robert J. Does the 'New Economy' Measure Up to the Great Inventions of the Past.",There were great inventions in the past.,government,entailment,entailment,encoder,0.9967478513717652,0,0.0
167,v3_deberta_gpt4o_32shot,0.95,matched,"And if, as ultimately happened, no settlement resulted, we could shrug our shoulders, say, 'Hey, we tried,' and act like unsuccessful brokers to an honorable peace.",Neither side is actually interested in a settlement at this time.,slate,neutral,neutral,encoder,0.992873191833496,0,0.0
168,v3_deberta_gpt4o_32shot,0.95,matched,Their rights have been the source of conflicts in the central government.,Their rights have been an area of turmoil within the central government.,travel,entailment,entailment,encoder,0.9979273080825806,0,0.0
169,v3_deberta_gpt4o_32shot,0.95,matched,"Clearly, the press has done a lousy job with its focus on behavior such as infidelity or drug use that most people don't care about.",The press has done a great job of covering hot-button issues people want to learn about.,slate,contradiction,contradiction,encoder,0.9999393224716188,0,0.0
